visit_id,store_id,visit_date,daypart,shopper_id,shopper_type,wait_time_min,order_accurate,score_speed,score_service,score_cleanliness,overall_score,adj_score
CK-103787,S080,2026-08-06,midday,A0364,app_volunteer,3.7,1,77.0,72.0,76.0,76.5,78.5
CK-103788,S087,2026-08-06,midday,A0351,app_volunteer,3.3,1,89.0,89.0,86.0,85.8,87.8
CK-103789,S087,2026-08-06,evening,A0124,app_volunteer,4.0,1,75.0,64.0,61.0,65.3,67.3
CK-103790,S090,2026-08-06,midday,A0210,app_volunteer,3.8,0,63.0,64.0,69.0,69.4,71.4
CK-103791,S095,2026-08-06,evening,A0275,app_volunteer,12.3,1,83.0,83.0,86.0,80.7,82.7
CK-103792,S095,2026-08-06,morning,A0315,app_volunteer,5.1,1,95.0,91.0,97.0,90.5,92.5
CK-103793,S110,2026-08-06,evening,A0113,app_volunteer,6.9,1,72.0,75.0,62.0,69.9,71.9
CK-103794,S003,2026-08-07,evening,A0289,app_volunteer,7.0,1,67.0,67.0,73.0,68.8,70.8
CK-103795,S005,2026-08-07,midday,A0300,app_volunteer,5.7,1,93.0,94.0,96.0,95.1,97.1
CK-103796,S008,2026-08-07,evening,A0077,app_volunteer,3.2,1,78.0,64.0,76.0,71.4,73.4
CK-103797,S025,2026-08-07,evening,A0357,app_volunteer,8.4,1,81.0,77.0,79.0,80.0,82.0
CK-103798,S025,2026-08-07,midday,A0204,app_volunteer,8.8,1,86.0,79.0,75.0,79.0,81.0
CK-103799,S029,2026-08-07,midday,A0359,app_volunteer,2.3,1,61.0,57.0,65.0,63.1,65.1
CK-103800,S029,2026-08-07,midday,A0031,app_volunteer,5.0,1,86.0,70.0,85.0,72.3,74.3
CK-103801,S029,2026-08-07,midday,A0295,app_volunteer,6.5,1,62.0,70.0,68.0,68.1,70.1
CK-103802,S039,2026-08-07,evening,A0111,app_volunteer,13.9,1,60.0,70.0,63.0,66.3,68.3
CK-103803,S039,2026-08-07,evening,A0346,app_volunteer,19.4,1,78.0,83.0,71.0,75.2,77.2
CK-103804,S040,2026-08-07,evening,A0120,app_volunteer,4.7,1,81.0,72.0,80.0,81.0,83.0
CK-103805,S050,2026-08-07,evening,A0363,app_volunteer,7.0,1,80.0,77.0,81.0,76.4,78.4
CK-103806,S054,2026-08-07,evening,A0252,app_volunteer,10.1,1,71.0,70.0,79.0,75.3,77.3
CK-103807,S058,2026-08-07,midday,A0036,app_volunteer,3.1,1,71.0,78.0,72.0,70.3,72.3
CK-103808,S064,2026-08-07,midday,A0116,app_volunteer,6.3,0,77.0,84.0,82.0,83.8,85.8
CK-103809,S065,2026-08-07,midday,A0275,app_volunteer,6.2,1,76.0,73.0,75.0,74.0,76.0
CK-103810,S065,2026-08-07,midday,A0275,app_volunteer,5.6,1,67.0,56.0,61.0,61.9,63.9
CK-103811,S072,2026-08-07,evening,A0246,app_volunteer,11.9,1,69.0,69.0,69.0,68.1,70.1
CK-103812,S074,2026-08-07,midday,A0342,app_volunteer,3.0,1,75.0,72.0,75.0,73.4,75.4
CK-103813,S076,2026-08-07,evening,A0141,app_volunteer,6.7,1,61.0,67.0,70.0,72.2,74.2
CK-103814,S083,2026-08-07,morning,A0025,app_volunteer,4.3,1,91.0,83.0,80.0,83.6,85.6
CK-103815,S084,2026-08-07,evening,A0328,app_volunteer,7.2,1,61.0,58.0,68.0,62.0,64.0
CK-103816,S096,2026-08-07,evening,A0056,app_volunteer,8.9,1,78.0,71.0,69.0,72.3,74.3
CK-103817,S100,2026-08-07,midday,A0274,app_volunteer,2.8,1,87.0,86.0,86.0,82.0,84.0
CK-103818,S114,2026-08-07,evening,A0068,app_volunteer,7.3,1,73.0,62.0,74.0,68.4,70.4
CK-103819,S010,2026-08-08,midday,A0001,app_volunteer,5.8,1,73.0,74.0,68.0,72.2,74.2
CK-103820,S013,2026-08-08,midday,A0068,app_volunteer,3.5,0,76.0,71.0,74.0,73.7,75.7
CK-103821,S015,2026-08-08,midday,A0319,app_volunteer,4.5,0,67.0,73.0,74.0,68.4,70.4
CK-103822,S017,2026-08-08,evening,A0039,app_volunteer,6.8,1,52.0,61.0,64.0,64.0,66.0
CK-103823,S018,2026-08-08,morning,A0346,app_volunteer,7.5,1,80.0,77.0,76.0,76.5,78.5
CK-103824,S025,2026-08-08,midday,A0209,app_volunteer,2.1,1,83.0,73.0,79.0,77.7,79.7
CK-103825,S030,2026-08-08,midday,A0096,app_volunteer,3.7,1,79.0,79.0,80.0,78.8,80.8
CK-103826,S030,2026-08-08,evening,A0289,app_volunteer,3.6,1,72.0,65.0,80.0,75.1,77.1
CK-103827,S036,2026-08-08,evening,A0117,app_volunteer,6.3,1,63.0,59.0,70.0,66.6,68.6
CK-103828,S044,2026-08-08,evening,A0387,app_volunteer,17.0,1,80.0,78.0,82.0,80.7,82.7
CK-103829,S079,2026-08-08,morning,A0160,app_volunteer,4.6,1,92.0,78.0,87.0,83.9,85.9
CK-103830,S080,2026-08-08,morning,A0243,app_volunteer,5.3,1,64.0,63.0,70.0,71.4,73.4
CK-103831,S083,2026-08-08,evening,A0014,app_volunteer,7.8,0,63.0,66.0,65.0,65.6,67.6
CK-103832,S090,2026-08-08,evening,A0274,app_volunteer,5.9,1,66.0,78.0,72.0,73.6,75.6
CK-103833,S090,2026-08-08,midday,A0301,app_volunteer,1.8,1,62.0,60.0,64.0,61.5,63.5
CK-103834,S090,2026-08-08,morning,A0241,app_volunteer,2.4,1,83.0,85.0,76.0,79.5,81.5
CK-103835,S093,2026-08-08,evening,A0039,app_volunteer,6.2,1,74.0,83.0,83.0,81.1,83.1
CK-103836,S095,2026-08-08,evening,A0222,app_volunteer,15.0,1,82.0,92.0,84.0,85.2,87.2
CK-103837,S095,2026-08-08,evening,A0237,app_volunteer,7.6,1,80.0,73.0,76.0,72.1,74.1
CK-103838,S100,2026-08-08,evening,A0131,app_volunteer,4.3,1,73.0,76.0,72.0,71.5,73.5
CK-103839,S110,2026-08-08,midday,A0303,app_volunteer,2.6,1,76.0,72.0,69.0,70.2,72.2
CK-103840,S115,2026-08-08,evening,A0389,app_volunteer,4.8,1,67.0,74.0,76.0,71.1,73.1
CK-103841,S001,2026-08-09,evening,A0354,app_volunteer,3.4,1,63.0,62.0,67.0,65.1,67.1
CK-103842,S022,2026-08-09,morning,A0303,app_volunteer,8.9,1,72.0,82.0,75.0,75.3,77.3
CK-103843,S039,2026-08-09,evening,A0394,app_volunteer,4.3,1,73.0,81.0,77.0,73.4,75.4
CK-103844,S055,2026-08-09,evening,A0040,app_volunteer,2.9,1,81.0,71.0,81.0,79.6,81.6
CK-103845,S065,2026-08-09,evening,A0158,app_volunteer,6.0,1,76.0,85.0,80.0,78.1,80.1
CK-103846,S065,2026-08-09,evening,A0015,app_volunteer,7.1,1,60.0,70.0,68.0,66.3,68.3
CK-103847,S070,2026-08-09,midday,A0091,app_volunteer,6.0,1,65.0,69.0,71.0,72.8,74.8
CK-103848,S070,2026-08-09,midday,A0267,app_volunteer,2.5,1,86.0,85.0,84.0,83.1,85.1
CK-103849,S075,2026-08-09,evening,A0181,app_volunteer,6.1,1,84.0,70.0,81.0,78.5,80.5
CK-103850,S080,2026-08-09,evening,A0143,app_volunteer,7.4,1,69.0,63.0,69.0,66.9,68.9
CK-103851,S080,2026-08-09,evening,A0162,app_volunteer,6.5,1,70.0,70.0,66.0,68.8,70.8
CK-103852,S083,2026-08-09,midday,A0143,app_volunteer,6.2,1,73.0,64.0,71.0,67.8,69.8
CK-103853,S091,2026-08-09,evening,A0168,app_volunteer,4.7,1,73.0,79.0,71.0,76.8,78.8
CK-103854,S095,2026-08-09,midday,A0384,app_volunteer,5.8,1,72.0,85.0,74.0,74.3,76.3
CK-103855,S095,2026-08-09,evening,A0112,app_volunteer,7.0,1,67.0,73.0,72.0,69.5,71.5
CK-103856,S105,2026-08-09,evening,A0341,app_volunteer,7.8,1,67.0,64.0,66.0,69.8,71.8
CK-103857,S115,2026-08-09,midday,A0273,app_volunteer,4.2,1,81.0,90.0,90.0,88.2,90.2
CK-103858,S006,2026-08-10,morning,A0007,app_volunteer,4.7,1,84.0,84.0,76.0,80.0,82.0
CK-103859,S009,2026-08-10,midday,A0158,app_volunteer,4.2,1,75.0,71.0,74.0,72.7,74.7
CK-103860,S015,2026-08-10,evening,A0315,app_volunteer,5.4,1,64.0,62.0,67.0,64.9,66.9
CK-103861,S025,2026-08-10,evening,A0293,app_volunteer,11.1,1,79.0,77.0,79.0,81.9,83.9
CK-103862,S025,2026-08-10,morning,A0266,app_volunteer,5.7,1,82.0,82.0,88.0,84.6,86.6
CK-103863,S025,2026-08-10,evening,A0358,app_volunteer,3.5,1,76.0,75.0,83.0,77.8,79.8
CK-103864,S027,2026-08-10,morning,A0009,app_volunteer,3.3,1,82.0,73.0,82.0,77.7,79.7
CK-103865,S046,2026-08-10,evening,A0373,app_volunteer,7.8,0,69.0,69.0,83.0,71.2,73.2
CK-103866,S081,2026-08-10,midday,A0041,app_volunteer,2.2,1,71.0,76.0,77.0,78.4,80.4
CK-103867,S083,2026-08-10,evening,A0298,app_volunteer,9.9,1,73.0,67.0,72.0,70.1,72.1
CK-103868,S091,2026-08-10,evening,A0172,app_volunteer,7.8,1,76.0,73.0,71.0,72.3,74.3
CK-103869,S100,2026-08-10,midday,A0241,app_volunteer,2.4,1,75.0,72.0,82.0,76.7,78.7
CK-103870,S101,2026-08-10,evening,A0056,app_volunteer,7.2,1,75.0,74.0,67.0,70.9,72.9
CK-103871,S119,2026-08-10,evening,A0102,app_volunteer,6.5,1,77.0,84.0,79.0,79.7,81.7
CK-103872,S004,2026-08-11,midday,A0341,app_volunteer,7.4,1,72.0,73.0,74.0,73.6,75.6
CK-103873,S005,2026-08-11,evening,A0020,app_volunteer,10.0,0,67.0,73.0,73.0,70.3,72.3
CK-103874,S005,2026-08-11,midday,A0374,app_volunteer,3.9,1,84.0,71.0,81.0,79.7,81.7
CK-103875,S007,2026-08-11,evening,A0111,app_volunteer,3.4,1,78.0,69.0,66.0,69.7,71.7
CK-103876,S015,2026-08-11,midday,A0113,app_volunteer,2.0,1,91.0,84.0,81.0,81.2,83.2
CK-103877,S017,2026-08-11,evening,A0020,app_volunteer,3.6,1,63.0,60.0,73.0,63.8,65.8
CK-103878,S025,2026-08-11,evening,A0070,app_volunteer,6.9,1,64.0,65.0,67.0,64.5,66.5
CK-103879,S035,2026-08-11,evening,A0289,app_volunteer,8.1,1,61.0,71.0,68.0,65.9,67.9
CK-103880,S042,2026-08-11,evening,A0061,app_volunteer,7.8,1,69.0,70.0,81.0,74.7,76.7
CK-103881,S060,2026-08-11,evening,A0095,app_volunteer,5.2,1,70.0,67.0,79.0,74.0,76.0
CK-103882,S065,2026-08-11,evening,A0258,app_volunteer,7.7,1,59.0,72.0,68.0,71.4,73.4
CK-103883,S070,2026-08-11,evening,A0080,app_volunteer,4.4,1,67.0,64.0,68.0,65.1,67.1
CK-103884,S073,2026-08-11,midday,A0226,app_volunteer,4.6,1,78.0,72.0,79.0,74.5,76.5
CK-103885,S074,2026-08-11,evening,A0318,app_volunteer,4.6,1,60.0,65.0,59.0,59.0,61.0
CK-103886,S075,2026-08-11,evening,A0111,app_volunteer,4.5,1,70.0,68.0,72.0,74.5,76.5
CK-103887,S090,2026-08-11,evening,A0174,app_volunteer,5.5,1,54.0,63.0,68.0,62.5,64.5
CK-103888,S097,2026-08-11,evening,A0044,app_volunteer,5.7,1,70.0,84.0,66.0,71.3,73.3
CK-103889,S115,2026-08-11,evening,A0323,app_volunteer,6.4,1,57.0,62.0,54.0,61.4,63.4
CK-103890,S005,2026-08-12,midday,A0356,app_volunteer,3.4,1,82.0,83.0,87.0,83.0,85.0
CK-103891,S015,2026-08-12,evening,A0071,app_volunteer,1.9,1,74.0,66.0,69.0,62.7,64.7
CK-103892,S015,2026-08-12,midday,A0222,app_volunteer,4.4,1,61.0,56.0,60.0,62.1,64.1
CK-103893,S017,2026-08-12,evening,A0217,app_volunteer,3.7,1,70.0,66.0,76.0,72.7,74.7
CK-103894,S020,2026-08-12,evening,A0049,app_volunteer,3.9,1,65.0,74.0,78.0,69.6,71.6
CK-103895,S030,2026-08-12,evening,A0262,app_volunteer,7.2,1,75.0,67.0,75.0,70.6,72.6
CK-103896,S030,2026-08-12,evening,A0165,app_volunteer,5.1,1,75.0,77.0,82.0,80.2,82.2
CK-103897,S039,2026-08-12,evening,A0122,app_volunteer,6.4,1,72.0,76.0,79.0,79.3,81.3
CK-103898,S055,2026-08-12,evening,A0368,app_volunteer,4.0,1,60.0,70.0,63.0,63.7,65.7
CK-103899,S059,2026-08-12,evening,A0044,app_volunteer,4.4,0,68.0,70.0,72.0,66.7,68.7
CK-103900,S061,2026-08-12,evening,A0003,app_volunteer,7.3,1,82.0,80.0,81.0,78.5,80.5
CK-103901,S061,2026-08-12,evening,A0276,app_volunteer,10.3,1,83.0,83.0,75.0,77.6,79.6
CK-103902,S062,2026-08-12,evening,A0332,app_volunteer,5.2,1,54.0,62.0,68.0,66.2,68.2
CK-103903,S064,2026-08-12,midday,A0146,app_volunteer,3.6,1,67.0,87.0,82.0,76.2,78.2
CK-103904,S065,2026-08-12,evening,A0203,app_volunteer,6.6,1,67.0,69.0,66.0,65.7,67.7
CK-103905,S065,2026-08-12,evening,A0155,app_volunteer,7.5,1,75.0,70.0,72.0,70.7,72.7
CK-103906,S066,2026-08-12,evening,A0055,app_volunteer,8.1,1,70.0,68.0,74.0,71.7,73.7
CK-103907,S068,2026-08-12,midday,A0258,app_volunteer,8.2,1,63.0,76.0,73.0,68.7,70.7
CK-103908,S070,2026-08-12,midday,A0228,app_volunteer,3.7,1,54.0,56.0,66.0,57.6,59.6
CK-103909,S080,2026-08-12,morning,A0256,app_volunteer,3.9,1,74.0,70.0,64.0,71.6,73.6
CK-103910,S080,2026-08-12,midday,A0206,app_volunteer,7.2,1,74.0,84.0,73.0,76.3,78.3
CK-103911,S081,2026-08-12,midday,A0380,app_volunteer,3.7,1,83.0,82.0,80.0,78.2,80.2
CK-103912,S088,2026-08-12,midday,A0075,app_volunteer,3.1,1,91.0,93.0,97.0,94.3,96.3
CK-103913,S089,2026-08-12,morning,A0301,app_volunteer,4.9,1,76.0,82.0,70.0,71.2,73.2
CK-103914,S090,2026-08-12,midday,A0156,app_volunteer,2.9,1,79.0,78.0,82.0,80.0,82.0
CK-103915,S093,2026-08-12,evening,A0387,app_volunteer,5.7,1,66.0,65.0,63.0,66.1,68.1
CK-103916,S100,2026-08-12,morning,A0332,app_volunteer,9.4,1,69.0,69.0,67.0,71.6,73.6
CK-103917,S106,2026-08-12,evening,A0046,app_volunteer,8.3,1,90.0,81.0,76.0,75.2,77.2
CK-103918,S110,2026-08-12,morning,A0212,app_volunteer,4.2,1,69.0,73.0,72.0,72.7,74.7
CK-103919,S117,2026-08-12,midday,A0233,app_volunteer,2.0,0,74.0,77.0,73.0,77.1,79.1
CK-103920,S010,2026-08-13,evening,A0231,app_volunteer,5.3,0,70.0,58.0,69.0,65.6,67.6
CK-103921,S010,2026-08-13,evening,A0129,app_volunteer,5.2,1,79.0,75.0,80.0,77.3,79.3
CK-103922,S015,2026-08-13,midday,A0168,app_volunteer,4.3,1,85.0,79.0,79.0,77.4,79.4
CK-103923,S017,2026-08-13,evening,A0185,app_volunteer,4.6,1,73.0,76.0,79.0,74.0,76.0
CK-103924,S025,2026-08-13,evening,A0099,app_volunteer,13.0,1,79.0,71.0,76.0,73.3,75.3
CK-103925,S030,2026-08-13,evening,A0215,app_volunteer,7.1,1,67.0,73.0,78.0,71.3,73.3
CK-103926,S035,2026-08-13,evening,A0390,app_volunteer,7.8,1,77.0,91.0,80.0,82.2,84.2
CK-103927,S041,2026-08-13,evening,A0181,app_volunteer,5.8,1,69.0,62.0,63.0,66.7,68.7
CK-103928,S052,2026-08-13,evening,A0094,app_volunteer,5.0,1,73.0,76.0,68.0,69.3,71.3
CK-103929,S056,2026-08-13,evening,A0314,app_volunteer,6.6,1,77.0,73.0,77.0,74.4,76.4
CK-103930,S057,2026-08-13,evening,A0355,app_volunteer,8.8,1,67.0,61.0,65.0,63.0,65.0
CK-103931,S072,2026-08-13,evening,A0140,app_volunteer,3.7,1,70.0,59.0,65.0,64.4,66.4
CK-103932,S073,2026-08-13,midday,A0110,app_volunteer,6.6,1,66.0,66.0,73.0,70.6,72.6
CK-103933,S079,2026-08-13,evening,A0143,app_volunteer,3.4,1,69.0,74.0,78.0,80.1,82.1
CK-103934,S091,2026-08-13,evening,A0097,app_volunteer,3.4,1,89.0,89.0,85.0,81.3,83.3
CK-103935,S093,2026-08-13,midday,A0395,app_volunteer,6.6,1,85.0,80.0,80.0,82.0,84.0
CK-103936,S097,2026-08-13,midday,A0367,app_volunteer,3.1,1,68.0,68.0,73.0,69.3,71.3
CK-103937,S101,2026-08-13,midday,A0393,app_volunteer,5.8,1,87.0,73.0,84.0,80.5,82.5
CK-103938,S101,2026-08-13,evening,A0012,app_volunteer,5.7,1,78.0,80.0,78.0,76.7,78.7
CK-103939,S104,2026-08-13,evening,A0382,app_volunteer,9.3,1,82.0,72.0,66.0,71.8,73.8
CK-103940,S110,2026-08-13,morning,A0163,app_volunteer,2.6,1,74.0,86.0,76.0,78.2,80.2
CK-103941,S110,2026-08-13,evening,A0205,app_volunteer,3.6,1,77.0,81.0,71.0,77.7,79.7
CK-103942,S115,2026-08-13,morning,A0231,app_volunteer,2.9,1,69.0,76.0,68.0,69.7,71.7
CK-103943,S119,2026-08-13,evening,A0366,app_volunteer,9.5,1,85.0,84.0,81.0,79.8,81.8
CK-103944,S010,2026-08-14,midday,A0175,app_volunteer,6.1,1,52.0,65.0,58.0,63.7,65.7
CK-103945,S010,2026-08-14,evening,A0304,app_volunteer,6.2,0,72.0,67.0,75.0,70.9,72.9
CK-103946,S011,2026-08-14,evening,A0275,app_volunteer,9.5,1,76.0,79.0,76.0,75.1,77.1
CK-103947,S015,2026-08-14,evening,A0130,app_volunteer,8.6,1,69.0,67.0,70.0,70.5,72.5
CK-103948,S017,2026-08-14,evening,A0050,app_volunteer,14.2,1,70.0,63.0,68.0,68.4,70.4
CK-103949,S029,2026-08-14,evening,A0260,app_volunteer,3.8,1,72.0,62.0,72.0,72.2,74.2
CK-103950,S032,2026-08-14,evening,A0345,app_volunteer,4.8,1,75.0,64.0,73.0,74.1,76.1
CK-103951,S047,2026-08-14,evening,A0029,app_volunteer,4.5,1,74.0,75.0,81.0,79.5,81.5
CK-103952,S050,2026-08-14,evening,A0308,app_volunteer,5.4,1,83.0,80.0,68.0,75.1,77.1
CK-103953,S050,2026-08-14,midday,A0334,app_volunteer,5.2,1,87.0,87.0,86.0,85.2,87.2
CK-103954,S060,2026-08-14,morning,A0292,app_volunteer,3.3,1,80.0,90.0,84.0,84.9,86.9
CK-103955,S070,2026-08-14,evening,A0054,app_volunteer,11.2,1,76.0,76.0,74.0,73.6,75.6
CK-103956,S073,2026-08-14,evening,A0223,app_volunteer,4.3,1,79.0,86.0,72.0,78.7,80.7
CK-103957,S077,2026-08-14,midday,A0366,app_volunteer,2.3,1,77.0,79.0,79.0,76.0,78.0
CK-103958,S078,2026-08-14,midday,A0363,app_volunteer,5.2,0,77.0,62.0,69.0,66.0,68.0
CK-103959,S089,2026-08-14,evening,A0382,app_volunteer,4.8,1,71.0,87.0,82.0,85.0,87.0
CK-103960,S119,2026-08-14,evening,A0262,app_volunteer,6.8,1,85.0,82.0,86.0,80.6,82.6
CK-103961,S003,2026-08-15,evening,A0117,app_volunteer,11.8,1,66.0,66.0,68.0,65.3,67.3
CK-103962,S003,2026-08-15,midday,A0308,app_volunteer,2.6,1,76.0,82.0,83.0,77.6,79.6
CK-103963,S015,2026-08-15,evening,A0253,app_volunteer,7.9,1,80.0,75.0,74.0,79.6,81.6
CK-103964,S021,2026-08-15,evening,A0150,app_volunteer,10.9,1,59.0,58.0,59.0,59.2,61.2
CK-103965,S030,2026-08-15,evening,A0245,app_volunteer,12.1,1,84.0,78.0,86.0,82.8,84.8
CK-103966,S034,2026-08-15,evening,A0254,app_volunteer,7.9,1,81.0,86.0,76.0,78.5,80.5
CK-103967,S060,2026-08-15,midday,A0055,app_volunteer,2.9,1,76.0,81.0,84.0,80.8,82.8
CK-103968,S065,2026-08-15,evening,A0108,app_volunteer,9.2,1,75.0,65.0,74.0,67.4,69.4
CK-103969,S065,2026-08-15,evening,A0073,app_volunteer,7.0,1,91.0,89.0,86.0,88.3,90.3
CK-103970,S070,2026-08-15,evening,A0344,app_volunteer,1.9,1,66.0,68.0,65.0,62.2,64.2
CK-103971,S080,2026-08-15,evening,A0012,app_volunteer,4.0,1,70.0,79.0,66.0,72.5,74.5
CK-103972,S080,2026-08-15,midday,A0164,app_volunteer,3.0,1,66.0,75.0,65.0,70.4,72.4
CK-103973,S080,2026-08-15,evening,A0387,app_volunteer,4.2,1,75.0,71.0,64.0,68.2,70.2
CK-103974,S084,2026-08-15,morning,A0118,app_volunteer,5.0,1,76.0,71.0,82.0,77.4,79.4
CK-103975,S090,2026-08-15,evening,A0321,app_volunteer,16.5,1,67.0,70.0,77.0,75.0,77.0
CK-103976,S107,2026-08-15,morning,A0257,app_volunteer,5.3,1,83.0,80.0,80.0,78.1,80.1
CK-103977,S110,2026-08-15,midday,A0008,app_volunteer,6.7,1,79.0,84.0,84.0,82.6,84.6
CK-103978,S110,2026-08-15,midday,A0124,app_volunteer,6.5,1,77.0,73.0,73.0,74.9,76.9
CK-103979,S111,2026-08-15,evening,A0170,app_volunteer,6.5,1,82.0,89.0,81.0,86.3,88.3
CK-103980,S112,2026-08-15,midday,A0393,app_volunteer,4.1,1,89.0,80.0,93.0,89.0,91.0
CK-103981,S014,2026-08-16,evening,A0112,app_volunteer,5.4,1,73.0,83.0,80.0,77.8,79.8
CK-103982,S027,2026-08-16,evening,A0305,app_volunteer,1.8,1,76.0,72.0,75.0,75.8,77.8
CK-103983,S036,2026-08-16,evening,A0334,app_volunteer,5.5,1,71.0,65.0,67.0,66.2,68.2
CK-103984,S045,2026-08-16,midday,A0064,app_volunteer,5.7,1,83.0,79.0,77.0,78.7,80.7
CK-103985,S047,2026-08-16,evening,A0170,app_volunteer,7.3,1,66.0,77.0,69.0,68.6,70.6
CK-103986,S050,2026-08-16,morning,A0160,app_volunteer,3.8,1,61.0,70.0,71.0,73.0,75.0
CK-103987,S061,2026-08-16,evening,A0260,app_volunteer,7.4,1,77.0,81.0,80.0,80.1,82.1
CK-103988,S062,2026-08-16,midday,A0252,app_volunteer,4.0,0,83.0,82.0,86.0,81.8,83.8
CK-103989,S065,2026-08-16,midday,A0320,app_volunteer,7.1,1,69.0,71.0,75.0,74.9,76.9
CK-103990,S065,2026-08-16,evening,A0222,app_volunteer,4.3,1,77.0,82.0,70.0,74.6,76.6
CK-103991,S070,2026-08-16,midday,A0335,app_volunteer,6.3,1,68.0,72.0,73.0,74.4,76.4
CK-103992,S075,2026-08-16,evening,A0364,app_volunteer,7.2,0,88.0,86.0,90.0,83.0,85.0
CK-103993,S075,2026-08-16,morning,A0092,app_volunteer,5.3,1,88.0,76.0,78.0,82.1,84.1
CK-103994,S077,2026-08-16,midday,A0118,app_volunteer,5.0,1,90.0,92.0,83.0,81.3,83.3
CK-103995,S078,2026-08-16,evening,A0263,app_volunteer,7.8,1,83.0,86.0,81.0,80.7,82.7
CK-103996,S086,2026-08-16,midday,A0262,app_volunteer,7.0,1,76.0,80.0,78.0,75.0,77.0
CK-103997,S095,2026-08-16,evening,A0294,app_volunteer,5.4,1,82.0,83.0,81.0,81.0,83.0
CK-103998,S100,2026-08-16,evening,A0099,app_volunteer,4.9,1,77.0,77.0,72.0,71.8,73.8
CK-103999,S110,2026-08-16,midday,A0122,app_volunteer,2.3,1,82.0,89.0,74.0,77.4,79.4
CK-104000,S116,2026-08-16,evening,A0268,app_volunteer,4.1,1,83.0,84.0,82.0,79.6,81.6
CK-104001,S001,2026-08-17,evening,A0092,app_volunteer,4.2,1,57.0,56.0,65.0,63.6,65.6
CK-104002,S006,2026-08-17,evening,A0361,app_volunteer,4.7,1,64.0,78.0,72.0,73.1,75.1
CK-104003,S017,2026-08-17,morning,A0058,app_volunteer,3.0,1,58.0,67.0,62.0,60.5,62.5
CK-104004,S017,2026-08-17,midday,A0345,app_volunteer,4.0,1,77.0,75.0,84.0,79.6,81.6
CK-104005,S020,2026-08-17,evening,A0317,app_volunteer,5.9,1,71.0,58.0,63.0,62.3,64.3
CK-104006,S023,2026-08-17,evening,A0025,app_volunteer,2.6,1,58.0,57.0,61.0,56.7,58.7
CK-104007,S027,2026-08-17,evening,A0294,app_volunteer,12.9,1,68.0,71.0,71.0,72.2,74.2
CK-104008,S035,2026-08-17,evening,A0346,app_volunteer,10.7,1,78.0,68.0,87.0,79.5,81.5
CK-104009,S036,2026-08-17,midday,A0030,app_volunteer,5.0,1,88.0,92.0,85.0,85.3,87.3
CK-104010,S040,2026-08-17,evening,A0108,app_volunteer,7.8,1,62.0,64.0,70.0,68.4,70.4
CK-104011,S045,2026-08-17,morning,A0400,app_volunteer,5.1,1,87.0,91.0,92.0,90.0,92.0
CK-104012,S050,2026-08-17,evening,A0023,app_volunteer,6.4,1,80.0,89.0,91.0,85.1,87.1
CK-104013,S059,2026-08-17,evening,A0002,app_volunteer,7.3,1,75.0,51.0,59.0,64.0,66.0
CK-104014,S067,2026-08-17,evening,A0321,app_volunteer,3.8,1,67.0,70.0,64.0,67.1,69.1
CK-104015,S070,2026-08-17,midday,A0214,app_volunteer,7.6,1,76.0,81.0,82.0,78.9,80.9
CK-104016,S077,2026-08-17,midday,A0266,app_volunteer,3.8,1,90.0,93.0,79.0,84.7,86.7
CK-104017,S079,2026-08-17,evening,A0088,app_volunteer,13.5,1,68.0,72.0,71.0,69.1,71.1
CK-104018,S081,2026-08-17,evening,A0023,app_volunteer,6.5,1,78.0,79.0,75.0,81.5,83.5
CK-104019,S081,2026-08-17,evening,A0129,app_volunteer,6.7,1,77.0,67.0,69.0,76.9,78.9
CK-104020,S083,2026-08-17,evening,A0164,app_volunteer,3.7,1,46.0,60.0,56.0,56.2,58.2
CK-104021,S090,2026-08-17,evening,A0351,app_volunteer,12.9,1,69.0,61.0,75.0,68.3,70.3
CK-104022,S090,2026-08-17,evening,A0225,app_volunteer,7.8,1,66.0,67.0,66.0,65.9,67.9
CK-104023,S091,2026-08-17,morning,A0029,app_volunteer,2.4,1,72.0,70.0,65.0,73.1,75.1
CK-104024,S102,2026-08-17,evening,A0017,app_volunteer,8.3,1,76.0,84.0,76.0,76.0,78.0
CK-104025,S110,2026-08-17,evening,A0373,app_volunteer,6.8,1,67.0,76.0,80.0,76.8,78.8
CK-104026,S111,2026-08-17,midday,A0130,app_volunteer,3.2,0,76.0,82.0,83.0,78.8,80.8
CK-104027,S008,2026-08-18,evening,A0055,app_volunteer,6.1,1,48.0,59.0,43.0,50.4,52.4
CK-104028,S015,2026-08-18,morning,A0097,app_volunteer,3.9,1,88.0,85.0,89.0,85.3,87.3
CK-104029,S016,2026-08-18,evening,A0144,app_volunteer,10.0,1,72.0,67.0,71.0,71.8,73.8
CK-104030,S018,2026-08-18,evening,A0206,app_volunteer,3.5,1,76.0,79.0,68.0,71.2,73.2
CK-104031,S020,2026-08-18,evening,A0122,app_volunteer,6.3,1,70.0,71.0,72.0,68.8,70.8
CK-104032,S023,2026-08-18,evening,A0181,app_volunteer,8.0,0,79.0,77.0,69.0,72.5,74.5
CK-104033,S039,2026-08-18,midday,A0147,app_volunteer,2.8,1,72.0,74.0,69.0,74.6,76.6
CK-104034,S055,2026-08-18,evening,A0313,app_volunteer,10.2,1,53.0,57.0,61.0,57.3,59.3
